file, totalLetter, totalWord, totalSentence, vietnamese formula result
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (388).txt,2283,374,18,10.364111705288177
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (389).txt,4139,696,45,8.987011494252874
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (39).txt,4096,714,44,8.718843901196843
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (390).txt,2104,329,14,11.490273556231003
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (391).txt,2778,480,30,8.774999999999999
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (392).txt,2414,389,22,9.947674690348213
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (393).txt,6445,1109,58,9.447221790367216
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (394).txt,2827,479,34,8.62140488763355
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (395).txt,3022,551,32,8.412897005444647
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (396).txt,1282,198,7,12.606637806637806
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (397).txt,2136,365,27,8.4078132927448
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (398).txt,1802,308,22,8.501298701298701
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (399).txt,2303,334,13,12.928880700138187
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (4).txt,1087,189,11,8.93900913900914
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (40).txt,1080,200,12,8.133333333333335
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (400).txt,2652,474,43,7.394524580512217
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (401).txt,1745,293,18,9.166818354190369
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (402).txt,2290,353,18,10.896726471514008
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (403).txt,2497,403,25,9.616059553349876
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (404).txt,3268,564,37,8.637301130918154
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (405).txt,8085,1367,73,9.574027717930475
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (406).txt,4536,734,39,10.123775588625726
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (407).txt,3581,545,30,10.774617737003059
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (408).txt,2808,476,33,8.683167812579578
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (409).txt,2674,473,35,8.009411054062216
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (41).txt,6449,1084,64,9.286023985239854
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (410).txt,2473,425,24,9.179313725490195
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (411).txt,3884,636,33,10.068381932532876
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (412).txt,3466,578,45,8.561968473663976
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (413).txt,4722,742,27,12.224059099530798
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (414).txt,1219,218,12,8.816819571865445
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (415).txt,9120,1614,121,7.968883836677012
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (416).txt,936,143,7,11.176623376623375
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (417).txt,3100,522,31,9.245136571499199
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (418).txt,1865,274,11,12.59495686794957
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (419).txt,1537,270,13,9.53903133903134
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (42).txt,723,129,6,9.509302325581395
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (420).txt,3215,568,49,7.638789882150043
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (421).txt,3833,631,37,9.559780699875786
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (422).txt,2893,516,45,7.506511627906976
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (423).txt,3947,637,32,10.373714678178963
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (424).txt,1025,164,9,10.144444444444446
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (425).txt,3458,572,39,9.024242424242425
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (426).txt,2524,448,21,9.534523809523808
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (427).txt,3136,499,17,12.439726511847226
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (428).txt,14155,2733,192,7.2054553146725215
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (429).txt,3047,528,34,8.647549019607842
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (43).txt,1919,324,15,10.165679012345677
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (430).txt,2447,380,27,9.693762183235867
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (431).txt,2493,438,29,8.404251299008031
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (432).txt,4598,824,52,8.329424943988052
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (433).txt,4571,745,32,10.927390939597316
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (434).txt,2530,399,19,10.881704260651631
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (435).txt,2369,427,30,7.942685402029664
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (436).txt,3524,631,34,8.881336813647806
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (437).txt,6010,1014,57,9.411938129347035
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (438).txt,4069,669,31,10.480553546458363
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (439).txt,896,152,8,9.589473684210526
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (44).txt,2839,478,34,8.690425793748462
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (440).txt,2419,566,26,6.901549334058169
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (441).txt,2950,500,31,9.025806451612905
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (442).txt,3062,490,21,11.164625850340137
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (443).txt,677,103,5,11.265631067961166
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (444).txt,2827,415,17,12.506449326718638
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (445).txt,1458,249,11,10.238116100766703
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (446).txt,3222,550,40,8.466363636363637
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (447).txt,2962,549,34,8.019939997857067
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (448).txt,5789,879,35,12.194643263448725
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (449).txt,5282,864,39,10.657621082621084
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (45).txt,3195,549,36,8.689344262295082
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (450).txt,1297,215,12,9.648449612403102
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (451).txt,2540,405,22,10.225028058361392
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (452).txt,2357,433,25,8.350836027713626
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (453).txt,1914,321,17,9.701704233095109
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (454).txt,5754,950,65,9.036761133603239
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (455).txt,3134,503,24,10.652899271040425
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (456).txt,1124,158,14,10.48499095840868
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (457).txt,5410,987,79,7.461246841855514
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (458).txt,3067,482,40,9.136141078838174
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (459).txt,2746,414,26,10.450315867707172
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (46).txt,4269,697,52,8.930410550711843
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (460).txt,3717,611,49,8.660816994555596
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (461).txt,6147,1074,56,9.282641660015962
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (462).txt,5357,833,36,11.489722555688942
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (463).txt,756,130,11,7.994405594405594
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (464).txt,5863,1055,58,8.75262297761072
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (465).txt,870,138,7,10.551552795031057
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (466).txt,5313,899,50,9.415799777530589
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (467).txt,3933,689,45,8.478767940654734
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (468).txt,1713,288,14,10.01011904761905
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (469).txt,4682,842,53,8.298498633083852
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (47).txt,2317,384,23,9.406838768115943
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (470).txt,4410,743,45,9.173016300284134
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (471).txt,4305,731,37,9.729737124265169
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (472).txt,2487,430,28,8.638870431893688
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (473).txt,6707,1012,51,11.223568162442845
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (474).txt,828,135,6,10.766666666666666
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (475).txt,774,130,8,9.157692307692308
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (476).txt,5618,972,54,9.159670781893004
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (477).txt,1457,261,21,7.650465243568691
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (478).txt,4527,766,50,8.883843342036554
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (479).txt,5097,818,33,11.41967844706231
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (48).txt,906,165,10,8.281818181818183
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (480).txt,4805,812,48,9.218308702791461
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (481).txt,746,123,7,9.644367015098723
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (482).txt,16641,3014,216,7.833209221165426
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (483).txt,6358,1057,76,8.81185330876861
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (484).txt,3197,547,39,8.494342099095299
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (485).txt,3087,513,34,9.052734778121774
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (486).txt,1706,284,20,8.854084507042254
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (487).txt,5325,957,84,7.407098074339453
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (488).txt,3486,520,30,10.874358974358977
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (489).txt,3031,511,33,8.959983395599835
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (49).txt,2926,429,23,11.371460423634336
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (490).txt,6370,1029,42,11.280952380952382
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (491).txt,1942,302,13,11.507080998471729
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (492).txt,8397,1568,82,8.534849427575908
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (493).txt,3429,565,35,9.36662452591656
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (494).txt,1476,280,10,10.142857142857142
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (495).txt,4400,788,42,8.919893642736284
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (496).txt,1095,155,10,11.229032258064517
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (497).txt,3631,638,40,8.572445141065831
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (498).txt,4108,620,35,10.79447004608295
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (499).txt,3152,552,48,7.720289855072464
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (5).txt,3295,545,41,8.75027970463191
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (50).txt,2662,446,23,9.815480600506922
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (500).txt,1287,229,14,8.511603243917655
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (501).txt,3281,539,34,9.344985266834005
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (502).txt,3439,613,39,8.363818128581586
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (503).txt,1458,242,13,9.772663699936428
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (504).txt,3864,666,39,9.01898821898822
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (505).txt,3369,578,37,8.781763770691107
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (506).txt,3133,537,34,8.827352393471354
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (507).txt,2858,492,33,8.59970436067997
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (508).txt,5330,886,61,8.936520741590499
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (509).txt,5688,972,64,8.741203703703704
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (51).txt,1073,176,9,10.104292929292932
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (510).txt,4086,673,34,10.101468403111618
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (511).txt,6714,1152,43,11.014389534883723
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (512).txt,5291,928,67,8.173166495110653
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (513).txt,1377,207,11,11.067984189723319
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (514).txt,1855,271,14,11.561465471797575
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (515).txt,4881,845,37,10.120230289461059
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (516).txt,3452,599,24,10.517543127434614
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (517).txt,988,162,7,10.826102292768962
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (518).txt,1881,317,14,10.396079315006759
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (519).txt,6022,1074,84,7.771295557329077
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (52).txt,2018,346,20,9.124739884393064
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (520).txt,998,125,6,14.134666666666668
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (521).txt,3879,584,29,11.31183278223902
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (522).txt,5639,899,45,10.540605611172907
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (523).txt,2213,351,21,9.952543752543754
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (524).txt,1800,309,18,9.083818770226538
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (525).txt,1639,267,13,10.384845865744744
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (526).txt,4426,698,38,10.355632634595082
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (527).txt,1184,191,8,11.172905759162305
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (528).txt,4251,663,35,10.612100840336137
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (529).txt,1408,245,10,10.39387755102041
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (53).txt,2298,378,19,10.137677527151212
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (530).txt,1071,170,12,9.433333333333334
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (531).txt,661,96,5,11.610833333333332
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (532).txt,3311,489,23,11.794096203432026
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (533).txt,4569,782,61,8.249356421114419
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (534).txt,1401,249,15,8.573012048192771
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (535).txt,2671,455,23,9.697181079789775
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (536).txt,700,92,4,13.817391304347826
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (537).txt,3061,512,21,10.833221726190477
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (538).txt,3223,571,31,8.972837692785719
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (539).txt,27325,5311,368,7.176377268671256
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (54).txt,2820,447,33,9.32654057352044
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (540).txt,1344,208,8,12.123076923076923
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (541).txt,5538,950,60,8.825614035087721
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (542).txt,3930,586,80,8.87796928327645
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (543).txt,3351,539,28,10.28413729128015
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (544).txt,5248,872,51,9.456305090843678
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (545).txt,1893,313,21,9.076799026319794
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (546).txt,1065,182,13,8.503296703296703
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (547).txt,4304,763,48,8.460949104412407
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (548).txt,3955,620,36,10.202508960573475
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (549).txt,2442,412,19,10.191211037301994
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (55).txt,1780,316,24,7.899156118143459
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (550).txt,2892,480,22,10.413636363636364
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (551).txt,6141,980,46,10.79352262644188
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (552).txt,1282,205,13,9.661163227016885
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (553).txt,3290,580,35,8.659113300492612
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (554).txt,3841,659,35,9.422770431389552
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (555).txt,5158,865,46,9.686881125911032
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (556).txt,4627,752,37,10.37071592869465
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (557).txt,1269,195,7,12.586813186813188
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (558).txt,5237,883,43,9.968811398772683
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (559).txt,4328,676,37,10.458787781864707
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (56).txt,751,115,6,10.894202898550724
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (560).txt,4816,863,50,8.61306604866744
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (561).txt,2517,390,18,11.241025641025644
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (562).txt,933,131,8,11.519274809160308
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (563).txt,3498,624,37,8.584511434511434
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (564).txt,1556,240,13,10.658974358974358
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (565).txt,3246,516,24,10.88139534883721
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (566).txt,5895,1089,80,7.548946280991736
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (567).txt,1115,183,7,11.414363778298206
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (568).txt,1657,258,14,10.530675526024364
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (569).txt,2260,364,25,9.329582417582419
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (57).txt,1118,170,11,10.243850267379678
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (570).txt,2724,473,25,9.301970401691333
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (571).txt,2257,398,25,8.525708542713566
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (572).txt,3985,598,20,13.307759197324415
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (573).txt,5510,959,54,9.042988452477504
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (574).txt,970,143,8,11.141433566433566
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (575).txt,2581,412,19,10.86596831885539
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (576).txt,1106,180,10,9.88888888888889
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (577).txt,2423,413,24,9.175322841000806
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (578).txt,7045,1175,87,8.692638786989484
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (579).txt,1644,265,14,10.193261455525608
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (58).txt,2571,460,24,9.011594202898552
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (580).txt,1368,178,10,12.930786516853935
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (581).txt,3672,640,36,9.030555555555555
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (582).txt,3153,561,47,7.627875753783137
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (583).txt,3349,538,29,10.160158953980261
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (584).txt,3088,532,32,8.934022556390978
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (585).txt,3010,459,25,10.787468409586058
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (586).txt,4094,725,41,8.830378469301936
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (587).txt,2423,428,28,8.379572763684912
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (588).txt,1949,340,16,9.714705882352941
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (589).txt,5789,995,76,8.254601957154192
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (59).txt,1651,267,21,8.909898341359016
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (590).txt,4543,782,56,8.41178297405919
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (591).txt,3406,565,42,8.747113358617785
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (592).txt,7026,1185,68,9.343521965748323
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (593).txt,1986,293,13,12.064006300866371
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (594).txt,4160,697,43,9.178732775015849
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (595).txt,3394,608,44,7.928110047846889
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (596).txt,5445,973,69,8.012478960930634
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (597).txt,6916,1146,77,9.046431404546588
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (598).txt,1945,323,20,9.273343653250775
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (599).txt,3571,617,38,8.822733088799794
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (6).txt,3177,534,29,9.581635025184038
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (60).txt,886,139,7,10.719630010277491
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (600).txt,2286,321,35,10.077276368491322
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (601).txt,1203,170,8,12.402941176470588
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (602).txt,1525,261,14,9.4143951833607
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (603).txt,4130,710,61,7.961671669360424
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (604).txt,4280,720,52,8.65811965811966
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (605).txt,1237,192,9,11.152083333333334
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (606).txt,2911,442,23,11.015423962227032
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (607).txt,926,151,8,10.039900662251654
