file, totalLetter, totalWord, totalSentence, vietnamese formula result
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (29).txt,21343,3176,96,14.056842989084803
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (290).txt,17330,2418,102,13.075336933780957
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (291).txt,15758,2202,76,14.107180075529424
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (292).txt,7457,1071,38,13.56214555997838
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (293).txt,16115,2318,105,12.319465877809279
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (294).txt,18618,2662,76,14.99324212108031
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (295).txt,4257,588,30,12.399591836734693
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (296).txt,18278,2487,91,14.164768002403708
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (297).txt,17355,2415,71,15.175487708861866
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (298).txt,10711,1444,45,15.25295783317944
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (299).txt,21721,2891,108,14.380338086270292
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (3).txt,9810,1359,47,14.22006481611949
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (30).txt,14387,2085,70,13.757622473449814
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (300).txt,12864,1663,61,14.923294855238904
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (301).txt,18013,2366,70,15.986542688081151
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (302).txt,30413,4519,157,13.216745432942016
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (303).txt,20589,2857,75,16.03168731769922
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (304).txt,11651,1763,71,12.18344051832264
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (305).txt,17237,2327,68,15.658900629439572
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (306).txt,13325,1965,50,15.42234096692112
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (307).txt,17842,2442,99,13.545945945945945
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (308).txt,10594,1441,60,13.507011334721259
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (309).txt,19016,2643,125,12.618508664396519
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (31).txt,10983,1505,71,12.834785456927612
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (310).txt,19414,2492,96,14.77272605671482
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (311).txt,21277,2899,118,13.592414099543383
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (312).txt,14911,1967,65,15.213466817879628
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (313).txt,9019,1139,43,15.134373277252589
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (314).txt,10491,1527,44,14.681577067333453
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (315).txt,17636,2516,83,14.08172850384048
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (316).txt,18757,2465,97,14.301135484410615
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (317).txt,16229,2153,65,15.700323698595877
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (318).txt,11113,1663,93,10.941347092636057
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (319).txt,10465,1486,47,14.408195641591021
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (32).txt,15458,2172,75,14.025885819521179
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (320).txt,12058,1586,43,16.582292735857358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (321).txt,19166,2540,83,15.211820510388009
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (322).txt,16979,2621,81,13.427728555211704
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (323).txt,15404,2228,87,12.949487195361026
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (324).txt,12058,1586,42,16.757929502191796
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (325).txt,10492,1528,44,14.678438838648262
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (326).txt,16462,2211,76,14.709420600347546
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (327).txt,11654,1721,55,13.801470603771591
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (328).txt,20261,2751,110,13.731734575856713
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (329).txt,13574,1897,66,14.059502244373093
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,18310,2372,81,15.295238690067244
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (330).txt,12949,1851,81,12.561726394141306
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (331).txt,14578,2046,82,13.240488281715663
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (332).txt,14094,1711,55,16.696394453004622
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (333).txt,10156,1481,60,12.651724060319605
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (334).txt,15885,2104,80,14.359809885931561
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (335).txt,18044,2471,111,13.056865769047072
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (336).txt,20064,2780,108,13.582680522248868
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (337).txt,21675,2941,128,13.335196893063582
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (338).txt,15577,2098,78,14.228867541736939
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (339).txt,11368,1656,55,13.751286780851999
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (34).txt,15958,2323,98,12.479946761313222
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (340).txt,26089,3843,134,13.313234374575213
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (341).txt,13916,1982,81,12.936208593389892
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (342).txt,6149,903,38,12.371679197994986
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (343).txt,10050,1437,36,15.97080723729993
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (344).txt,13588,1705,55,16.13900293255132
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (345).txt,15568,2375,108,11.508042884990253
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (346).txt,20245,2626,110,14.193433497195873
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (347).txt,14680,2339,104,11.050449731969614
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (348).txt,13398,1844,79,13.19980779263571
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (349).txt,14830,2175,79,13.143110723119452
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (35).txt,12206,1652,59,14.3772397094431
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (350).txt,15850,2288,68,14.584306869600987
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (351).txt,14925,1806,54,17.217128091546698
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (352).txt,9694,1387,47,13.880498243568702
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (353).txt,13712,1901,64,14.366716530773278
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (354).txt,12322,1687,62,14.050115685412166
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (355).txt,11760,1710,71,12.571287373362985
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (356).txt,17419,2585,94,12.976982591876208
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (357).txt,17723,2285,64,16.653097647702406
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (358).txt,18988,2953,161,10.528465209608925
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (359).txt,18206,2573,94,13.626042123194217
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (36).txt,12046,1531,52,15.624581721348541
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (360).txt,19071,2718,92,13.94180823495537
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (361).txt,20408,3020,121,12.506967325269553
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (362).txt,13801,1811,56,15.709160290289503
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (363).txt,20133,2892,126,12.513712704999012
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (364).txt,15129,2507,95,11.347300400982512
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (365).txt,21585,2900,125,13.526206896551724
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (366).txt,6249,792,32,14.73030303030303
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (367).txt,23476,3163,135,13.530061240500697
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (368).txt,13857,1928,79,13.255493986028679
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (369).txt,16348,2778,78,12.89269535360248
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (37).txt,19525,2717,66,16.605802968960862
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (370).txt,20829,2936,94,14.43550060873094
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (371).txt,12083,1641,64,13.854511349786716
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (372).txt,9917,1425,53,13.295954981794111
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (373).txt,12365,1766,58,14.093052680907565
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (374).txt,24323,3436,129,13.48487334289917
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (375).txt,8326,1249,42,13.279884860269167
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (376).txt,18981,2529,91,14.568917914825388
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (377).txt,19874,2707,105,13.839603848927826
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (378).txt,9018,1353,49,12.852825919724875
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (379).txt,26444,3801,137,13.46313820604259
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (38).txt,14122,1968,92,12.629886885825378
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (380).txt,13616,1912,94,12.31076293065076
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (381).txt,14465,1982,94,12.81338858234751
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (382).txt,26697,4234,130,13.124616111333165
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (383).txt,10358,1524,46,14.219262809540112
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (384).txt,15692,2154,88,13.465556681016292
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (385).txt,22251,3159,85,15.520310597173342
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (386).txt,15205,2219,75,13.621704671774072
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (387).txt,19876,2762,106,13.603789979916112
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (388).txt,18568,2678,89,13.885042501950977
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (389).txt,31857,4263,142,14.950038159994449
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (39).txt,14349,2025,69,14.041417069243156
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (390).txt,11208,1573,57,13.769775041545376
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (391).txt,12903,1831,53,15.003371701204621
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (392).txt,8816,1302,47,13.082668235447919
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (393).txt,11127,1558,75,12.438363714163458
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (394).txt,18690,2419,86,15.078247786419528
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (395).txt,22338,3177,88,15.282777491630185
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (396).txt,12726,1762,64,13.95119892167991
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (397).txt,14437,2016,67,14.340331082681828
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (398).txt,19244,2791,110,12.864584866942444
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (399).txt,12474,1700,60,14.341960784313727
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (4).txt,20911,2728,109,14.336149748446285
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (40).txt,17921,2406,108,13.352479911332779
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (400).txt,8813,1430,49,12.162608819751679
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,18143,2349,88,14.786060799566545
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (402).txt,19606,2636,120,13.268902377339405
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (403).txt,16130,2177,97,13.307217441954073
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (404).txt,14953,2181,57,15.36469026762229
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (405).txt,25595,3958,140,12.587585360571715
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (406).txt,14029,1779,42,18.243210471372358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (407).txt,19607,2794,139,12.0552190459515
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (408).txt,12022,1551,62,14.505482415091201
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (409).txt,13273,2018,73,12.683375646578057
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (41).txt,5790,793,21,16.155155227286375
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (410).txt,13808,2006,73,13.262590311258005
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (411).txt,9716,1464,36,15.406557377049182
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (412).txt,7836,1148,33,14.609143701826628
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (413).txt,18726,2829,77,14.586652160141025
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (414).txt,15867,2145,66,15.294405594405596
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (415).txt,33178,4752,198,12.763804713804717
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (416).txt,17956,2596,92,13.47706839954445
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (417).txt,20648,2828,112,13.652545968882603
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (418).txt,11931,1639,32,18.80262736424649
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (419).txt,11297,1503,53,14.704299576946738
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (42).txt,11876,1638,73,12.988281733487213
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (420).txt,19542,2958,130,11.763750975191137
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (421).txt,17857,2452,74,15.192279881839426
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (422).txt,7080,989,56,11.849635273725266
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (423).txt,12596,1800,60,13.995555555555555
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (424).txt,20868,2683,76,16.616247523392904
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (425).txt,14679,2194,100,11.769039197812216
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (426).txt,15396,2257,108,11.822518420059403
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (427).txt,17099,2293,70,15.465514921188714
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (428).txt,17908,2637,86,13.714659011738146
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (429).txt,10196,1357,52,14.246496797233718
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (43).txt,11374,1695,62,12.888390903035493
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (430).txt,19984,2513,82,16.033764910271465
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (431).txt,14133,2025,87,12.61369093231162
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (432).txt,6556,1004,56,10.645475241889585
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (433).txt,18489,2470,71,15.928596681302388
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (434).txt,10163,1339,38,16.22735348453284
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (435).txt,14180,2052,84,12.706377053745477
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (436).txt,12592,1753,75,13.040895987830389
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (437).txt,17857,2452,73,15.283061073990481
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (438).txt,36729,5497,215,12.476777438856715
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (439).txt,22281,3002,128,13.534728930712859
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (44).txt,11507,1758,57,13.259433566852287
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (440).txt,19581,2719,73,15.852404439585463
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (441).txt,19603,2715,119,13.003540863859357
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (442).txt,14162,1938,105,12.306495650891936
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (443).txt,18709,2615,84,14.53517709186925
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (444).txt,18897,2444,73,16.15988386431406
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (445).txt,15850,2216,61,15.570627922116355
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (446).txt,14076,1959,70,13.967740100634433
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (447).txt,17802,2461,86,14.190545533579655
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,14658,1997,53,16.21586908664884
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (449).txt,20056,2798,121,12.960747641467638
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (45).txt,9950,1457,46,13.99298439318433
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (450).txt,13180,1833,63,14.199844127503702
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (451).txt,17387,2306,64,16.286041847354728
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (452).txt,20722,2680,112,14.249893390191897
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (453).txt,19441,2775,110,13.056986076986078
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (454).txt,20272,2700,107,14.063025268258912
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (455).txt,13384,1868,59,14.661967843791963
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (456).txt,12676,1863,90,11.748158883521203
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (457).txt,12058,1848,51,14.296842373312963
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (458).txt,15214,1965,54,16.762765055131467
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (459).txt,11369,1596,60,13.5668671679198
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (46).txt,21942,3019,99,14.634928951656345
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (460).txt,12732,2069,60,13.204061543418721
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (461).txt,26552,3582,147,13.69870668535421
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (462).txt,14958,2361,86,12.16159983452026
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (463).txt,22837,3087,89,15.732673079932884
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (464).txt,15887,2083,78,14.594986274727034
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (465).txt,14776,2177,79,13.086036410575463
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (466).txt,11937,1867,50,14.255359400107125
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (467).txt,10809,1506,31,18.07071070556484
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (468).txt,14251,2044,66,14.138166399810235
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (469).txt,18639,2631,96,13.650007126567846
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (47).txt,21189,2812,91,15.25063229800072
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (470).txt,12716,1865,59,13.958495024310444
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (471).txt,19599,3127,136,11.133866795838898
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (472).txt,11442,1698,54,13.765920691009029
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (473).txt,14650,2066,82,13.221018581918635
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (474).txt,9645,1381,50,13.49213902968863
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (475).txt,8626,1173,34,15.6075873827792
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (476).txt,9709,1484,54,12.581201956673656
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (477).txt,8159,1151,52,12.604160261979551
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (478).txt,17369,2503,154,11.129195095755222
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (479).txt,15479,2049,79,14.296175349506704
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (48).txt,17157,2387,88,13.800366568914956
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (480).txt,23009,3343,139,12.575552050133751
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (481).txt,21629,2757,96,15.433993017772941
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (482).txt,16852,2094,83,15.141294116293256
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (483).txt,8518,1122,46,14.061861582577695
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (484).txt,13497,1897,54,15.25576251000605
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (485).txt,13805,2097,63,13.823571087948771
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (486).txt,12849,2051,66,12.744649321099832
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (487).txt,21041,2849,121,13.479887679887682
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (488).txt,11009,1464,43,15.848919811920194
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (489).txt,15214,2231,68,14.20049173412081
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (49).txt,11114,1659,63,12.665099457504521
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (490).txt,13214,1946,95,11.677520419754423
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (491).txt,11949,1834,50,14.366534351145038
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (492).txt,20980,3276,129,11.88737257574467
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (493).txt,17201,2242,70,15.750049700522492
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (494).txt,16229,2242,84,13.815347691262055
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (495).txt,19671,3073,122,11.840178071303207
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (496).txt,27190,3512,104,16.237900823550028
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (497).txt,13129,2102,52,14.57652784893508
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (498).txt,16785,2479,81,13.662738360250799
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (499).txt,20366,2702,115,13.773889872236346
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (5).txt,25879,3677,153,12.882684982251448
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (50).txt,15612,2162,74,14.285426406980523
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (500).txt,7775,1094,47,12.869213116029407
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (501).txt,15039,1888,57,16.555705471305384
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (502).txt,12921,1794,59,14.486038206450882
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (503).txt,48898,6657,229,14.504675316326576
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (504).txt,15240,2351,94,11.966823533670599
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (505).txt,20521,2596,106,14.707820449457802
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (506).txt,18136,2449,82,14.784113973846967
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (507).txt,17301,2308,73,15.315488711094229
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (508).txt,19484,2716,79,15.223519322905986
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (509).txt,15378,2155,94,12.857032137039049
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (51).txt,19619,2487,110,14.299059838432576
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (510).txt,15071,2023,88,13.497381251966026
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (511).txt,16510,2254,114,12.603897943616808
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (512).txt,13824,1872,61,14.906935687263555
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (513).txt,17454,2446,86,13.959835707087034
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (514).txt,20787,3204,120,12.315655430711608
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (515).txt,14733,2160,51,16.112254901960785
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (516).txt,13735,2387,80,11.475669250104733
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,13154,2093,74,12.226274195839412
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (518).txt,8093,1105,38,14.463753274589187
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (519).txt,6193,1111,35,11.497086280056578
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (52).txt,18967,2442,97,14.569040080380287
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (520).txt,13499,1857,56,15.170645818909147
