filename,words/sentences,letters/senetences,letters/words,blw,lable,predict
traindata,traindata,traindata,traindata,traindata,traindata,traindata
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (155).txt,12.821428571428571,72.41208791208791,5.647739447182344,12.350597609561753,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (588).txt,14.75,93.2,6.31864406779661,19.62025316455696,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (584).txt,26.666666666666668,188.33333333333334,7.0625,16.666666666666664,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (162).txt,19.40625,114.5625,5.903381642512077,11.961722488038278,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (641).txt,12.166666666666666,85.16666666666667,7.0,19.148936170212767,1,2.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (139).txt,18.470212765957445,128.01276595744682,6.930768344660754,10.76923076923077,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (298).txt,12.25,71.25,5.816326530612245,9.523809523809524,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (349).txt,13.5,83.83333333333333,6.209876543209877,8.823529411764707,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (288).txt,13.8,91.05714285714286,6.598343685300207,11.25,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (148).txt,17.075,98.975,5.796486090775988,15.789473684210526,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (112).txt,15.090909090909092,81.72727272727273,5.4156626506024095,8.333333333333332,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (430).txt,20.333333333333332,141.4,6.954098360655737,6.0402684563758395,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (19).txt,10.90625,63.34375,5.808022922636103,12.82051282051282,1,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (735).txt,17.8,103.2,5.797752808988764,14.795918367346939,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (7).txt,16.285714285714285,118.14285714285714,7.254385964912281,18.461538461538463,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (933).txt,29.38095238095238,203.88095238095238,6.939222042139384,11.11111111111111,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,15.818181818181818,85.6969696969697,5.417624521072797,15.294117647058824,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (960).txt,24.373831775700936,164.92523364485982,6.76648773006135,8.394160583941606,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (67).txt,32.33009708737864,238.04854368932038,7.363063063063063,11.178247734138973,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,29.28395061728395,226.0493827160494,7.719224283305228,8.407871198568873,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,26.693181818181817,206.17045454545453,7.723712217965091,10.829103214890017,3,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,13.411764705882353,72.94117647058823,5.43859649122807,12.5,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,18.487179487179485,113.35897435897436,6.1317614424410545,15.625,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (28).txt,26.695652173913043,143.84782608695653,5.388436482084691,15.584415584415584,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,26.683168316831683,194.45544554455446,7.287569573283859,10.669077757685352,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,15.0,81.0,5.4,7.142857142857142,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (8).txt,20.470588235294116,105.1470588235294,5.136494252873563,16.580310880829018,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,12.788461538461538,73.51923076923077,5.748872180451128,11.711711711711711,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (291).txt,27.24390243902439,167.78048780487805,6.158460161145927,13.672922252010725,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,11.095238095238095,61.80952380952381,5.570815450643777,13.26530612244898,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (463).txt,16.916666666666668,107.0,6.325123152709359,17.28395061728395,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,12.8,63.8,4.984375,5.970149253731343,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (355).txt,30.2,216.4,7.1655629139072845,12.987012987012985,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (309).txt,21.857142857142858,136.85714285714286,6.261437908496732,9.322033898305085,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (647).txt,19.444444444444443,128.22222222222223,6.594285714285714,14.285714285714285,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (529).txt,23.692307692307693,167.6153846153846,7.074675324675325,14.880952380952381,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (38).txt,23.5,167.1,7.110638297872341,12.745098039215685,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (229).txt,29.09090909090909,187.54545454545453,6.446875,11.888111888111888,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,20.833333333333332,147.16666666666666,7.064,15.492957746478872,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (197).txt,22.75862068965517,137.31034482758622,6.033333333333333,10.891089108910892,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (272).txt,12.0,79.16666666666667,6.597222222222222,19.51219512195122,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (150).txt,17.142857142857142,94.21428571428571,5.495833333333334,17.117117117117118,1,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (218).txt,43.1875,356.9375,8.264833574529668,12.903225806451612,3,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (400).txt,11.0625,70.4375,6.367231638418079,27.941176470588236,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,37.679245283018865,276.5660377358491,7.340010015022534,10.714285714285714,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (264).txt,15.303030303030303,97.96969696969697,6.401980198019802,11.917098445595855,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,28.283783783783782,177.75675675675674,6.284758719541328,15.083798882681565,3,2.0
