file, flesch_kincaid_grade, dale_chall_readability_score
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (509).txt,-7.3,1.06
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (510).txt,-3.3,1.57
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (511).txt,-1.8,1.75
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (512).txt,6.7,2.84
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (513).txt,-5.7,1.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (514).txt,-1.9,1.74
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (515).txt,2.7,2.33
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (516).txt,-2.7,1.64
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (517).txt,-7.4,1.05
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (518).txt,-9.8,0.73
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (519).txt,-9.6,0.76
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (520).txt,-5.1,1.34
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (521).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (522).txt,-4.0,1.48
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (523).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (525).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (526).txt,-7.0,1.1
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (527).txt,-8.7,0.88
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (528).txt,-1.3,1.82
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (529).txt,4.3,2.53
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (530).txt,-1.5,1.79
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (531).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (532).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (533).txt,-5.8,1.24
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (534).txt,-7.2,1.07
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (535).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (536).txt,-8.5,0.91
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (537).txt,-8.8,0.87
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (538).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (539).txt,-5.7,1.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (540).txt,-10.2,0.69
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (542).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (543).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (544).txt,-7.8,0.99
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (545).txt,-3.6,1.53
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (546).txt,-8.1,0.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (547).txt,0.8,2.09
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (548).txt,-1.8,1.75
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (549).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (550).txt,-1.2,1.84
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (551).txt,-0.4,1.93
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (552).txt,-1.9,1.74
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (553).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (554).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (555).txt,-5.7,1.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (556).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (557).txt,-1.9,1.74
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (559).txt,-3.3,1.56
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (560).txt,-6.6,1.15
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (561).txt,-1.9,1.74
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (563).txt,-0.7,1.89
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (564).txt,-3.7,1.52
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (565).txt,-2.6,1.66
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (566).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (567).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (568).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (569).txt,7.8,2.98
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (570).txt,2.4,2.29
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (571).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (572).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (573).txt,-2.5,1.66
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (574).txt,-3.3,1.56
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (576).txt,6.6,2.83
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (577).txt,-1.8,1.75
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (578).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (579).txt,-5.1,1.34
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (580).txt,0.0,1.98
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (581).txt,-2.7,1.64
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (582).txt,-2.4,1.67
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (583).txt,-3.2,1.58
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (584).txt,-0.8,1.88
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (585).txt,-7.0,1.09
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (586).txt,1.7,2.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (587).txt,-8.1,0.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (588).txt,-3.4,1.55
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (589).txt,-0.7,1.89
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (590).txt,-0.4,1.93
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (591).txt,0.8,2.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (593).txt,-7.6,1.01
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (594).txt,-5.8,1.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (595).txt,-1.3,1.82
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (596).txt,-2.6,1.65
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (597).txt,-3.1,1.59
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (598).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (599).txt,-4.6,1.4
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (600).txt,4.5,2.55
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (601).txt,-3.0,1.6
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (602).txt,-0.2,1.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (603).txt,-5.9,1.23
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (604).txt,-2.6,1.65
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (605).txt,-3.0,1.6
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (606).txt,-1.0,1.86
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (607).txt,-0.7,1.89
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (608).txt,2.1,2.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (610).txt,-7.4,1.05
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (611).txt,-6.9,1.1
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (612).txt,-8.5,0.9
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (613).txt,-1.9,1.75
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (614).txt,-6.7,1.14
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (615).txt,-2.8,1.62
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (616).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (617).txt,3.2,2.39
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (618).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (619).txt,-2.8,1.62
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (620).txt,-2.9,1.62
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (621).txt,-4.9,1.36
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (622).txt,-3.9,1.48
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (623).txt,-1.4,1.81
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (624).txt,-1.1,1.85
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (625).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (627).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (628).txt,-2.5,1.66
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (629).txt,-7.8,0.99
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (630).txt,-5.0,1.35
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (631).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (632).txt,-3.5,1.54
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (633).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (634).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (635).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (636).txt,-10.2,0.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (637).txt,-6.6,1.14
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (638).txt,-6.6,1.14
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (639).txt,-4.9,1.36
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (640).txt,1.6,2.19
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (641).txt,0.9,2.09
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (642).txt,-1.5,1.79
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (644).txt,-6.6,1.15
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (645).txt,0.4,2.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (646).txt,-3.9,1.48
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (647).txt,-0.3,1.94
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (648).txt,15.4,3.94
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (649).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (650).txt,4.2,2.52
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (651).txt,-6.5,1.16
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (652).txt,5.2,2.64
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (653).txt,-2.4,1.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (654).txt,-6.6,1.15
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (655).txt,-6.8,1.12
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (656).txt,-2.9,1.62
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (657).txt,-5.1,1.33
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (658).txt,-3.8,1.5
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (659).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (661).txt,-2.4,1.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (662).txt,-10.2,0.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (663).txt,-5.1,1.33
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (664).txt,-6.5,1.16
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (665).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (666).txt,-6.3,1.18
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (667).txt,-1.7,1.77
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (668).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (669).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (670).txt,-2.1,1.72
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (671).txt,-1.2,1.84
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (672).txt,-3.6,1.52
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (673).txt,-0.5,1.92
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (674).txt,-7.2,1.07
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (675).txt,14.2,3.78
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (676).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (677).txt,-5.1,1.34
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (678).txt,0.6,2.06
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (679).txt,-7.9,0.97
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (680).txt,-2.4,1.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (681).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (682).txt,8.6,3.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (683).txt,-6.0,1.23
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (684).txt,-4.9,1.35
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (685).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (686).txt,-10.2,0.68
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (687).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (688).txt,-6.9,1.1
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (689).txt,-1.4,1.81
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (690).txt,-7.7,1.0
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (691).txt,-2.5,1.67
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (692).txt,-0.7,1.89
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (422).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (439).txt,-3.0,1.6
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (456).txt,-5.7,1.26
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (473).txt,-1.2,1.84
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (490).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (507).txt,-2.3,1.69
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (524).txt,-5.9,1.24
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (541).txt,-9.0,0.84
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (558).txt,-7.0,1.09
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (575).txt,1.6,2.18
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (592).txt,6.2,2.78
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (609).txt,-3.1,1.59
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (626).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (643).txt,-3.2,1.58
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (660).txt,-8.5,0.9
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (693).txt,-2.5,1.66
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (727).txt,0.2,2.01
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (761).txt,0.2,2.01
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (795).txt,-4.3,1.44
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (694).txt,-3.0,1.61
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (695).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (696).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (697).txt,-6.8,1.12
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (698).txt,-6.2,1.19
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (699).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (700).txt,-0.3,1.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (701).txt,-5.0,1.35
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (702).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (703).txt,5.0,2.61
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (704).txt,-2.0,1.73
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (705).txt,0.9,2.1
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (706).txt,-3.7,1.51
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (707).txt,-2.2,1.71
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (708).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (709).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (710).txt,-3.8,1.5
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (711).txt,8.1,3.01
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (712).txt,-8.9,0.85
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (713).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (714).txt,-5.1,1.33
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (715).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (716).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (717).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (718).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (719).txt,-5.8,1.25
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (720).txt,-9.6,0.76
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (721).txt,-8.1,0.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (722).txt,2.4,2.29
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (723).txt,-11.6,0.51
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (724).txt,-4.4,1.42
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (725).txt,-3.2,1.57
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (726).txt,-0.4,1.93
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (728).txt,-8.5,0.9
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (729).txt,-3.7,1.51
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (730).txt,2.5,2.3
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (731).txt,-4.0,1.48
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (732).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (733).txt,-3.6,1.52
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (735).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (736).txt,-1.9,1.74
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (737).txt,-1.6,1.78
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (738).txt,-5.4,1.3
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (739).txt,-5.4,1.29
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (740).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (741).txt,-0.3,1.95
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (742).txt,-3.7,1.51
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (743).txt,-4.4,1.43
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (744).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (745).txt,-3.7,1.51
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (746).txt,-3.5,1.54
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (747).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (748).txt,-4.0,1.47
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (749).txt,-5.7,1.26
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (750).txt,-7.0,1.09
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (751).txt,-5.6,1.27
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (752).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (753).txt,-6.6,1.14
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (754).txt,-2.3,1.7
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (755).txt,-5.4,1.29
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (756).txt,4.4,2.54
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (757).txt,4.7,2.58
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (758).txt,-6.3,1.18
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (759).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (760).txt,0.8,2.08
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (762).txt,-6.6,1.14
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (763).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (764).txt,-9.3,0.79
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (765).txt,-6.1,1.21
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (766).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (767).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (768).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (769).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (770).txt,-8.3,0.93
