file, flesch_kincaid_grade, dale_chall_readability_score
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (168).txt,-6.6,1.15
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (169).txt,-10.9,0.6
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (17).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (170).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (171).txt,-8.8,0.87
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (172).txt,-8.1,0.96
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (173).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (174).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (176).txt,-10.5,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (177).txt,-5.4,1.29
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (178).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (179).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (115).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (131).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (148).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (18).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (211).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (244).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (277).txt,-7.3,1.06
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (309).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (341).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (64).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (80).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (81).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (82).txt,-10.8,0.61
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (83).txt,-8.0,0.97
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (84).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (85).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (86).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (87).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (88).txt,-8.8,0.87
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (89).txt,-4.1,1.46
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (9).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (90).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (91).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (92).txt,-11.3,0.55
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (93).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (94).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (95).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (96).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (97).txt,-11.1,0.58
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (98).txt,-10.1,0.7
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (99).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (180).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (181).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (182).txt,-11.4,0.53
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (183).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (184).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (185).txt,-6.7,1.14
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (186).txt,-10.1,0.7
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (187).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (188).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (189).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (19).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (190).txt,-4.6,1.39
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (191).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (192).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (193).txt,-7.0,1.09
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (194).txt,-5.1,1.34
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (195).txt,-4.2,1.44
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (196).txt,-5.8,1.24
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (197).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (198).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (199).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (2).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (20).txt,-9.7,0.75
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (200).txt,-8.0,0.97
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (201).txt,-7.3,1.05
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (202).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (203).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (204).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (205).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (206).txt,-8.7,0.87
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (207).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (208).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (209).txt,-8.0,0.96
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (21).txt,-10.5,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (210).txt,-9.9,0.73
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (212).txt,-10.5,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (213).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (214).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (215).txt,-9.0,0.83
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (216).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (217).txt,-1.3,1.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (218).txt,-6.0,1.22
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (219).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (22).txt,-7.2,1.07
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (220).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (221).txt,-6.3,1.19
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (222).txt,-7.3,1.05
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (223).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (224).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (225).txt,-6.2,1.19
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (226).txt,-9.8,0.74
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (227).txt,-3.2,1.58
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (228).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (229).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (23).txt,-7.8,1.0
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (230).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (231).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (232).txt,-11.1,0.57
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (233).txt,-0.2,1.96
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (234).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (235).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (236).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (237).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (238).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (239).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (24).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (240).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (241).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (242).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (243).txt,-5.1,1.33
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (245).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (246).txt,-11.4,0.54
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (247).txt,-6.8,1.12
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (248).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (249).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (25).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (250).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (251).txt,-7.7,1.01
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (252).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (253).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (254).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (255).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (256).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (257).txt,-10.1,0.7
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (258).txt,-10.9,0.6
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (259).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (26).txt,-10.5,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (260).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (261).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (262).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (263).txt,-10.8,0.62
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (264).txt,-7.6,1.01
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (265).txt,-11.0,0.59
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (266).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (267).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (268).txt,-6.5,1.15
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (269).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (27).txt,-8.0,0.96
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (270).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (271).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (272).txt,-11.1,0.57
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (273).txt,-7.6,1.01
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (274).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (275).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (276).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (278).txt,-7.3,1.05
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (279).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (28).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (280).txt,-9.7,0.75
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (281).txt,-7.0,1.1
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (282).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (283).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (284).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (285).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (286).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (287).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (288).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (289).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (29).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (290).txt,-9.9,0.73
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (291).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (292).txt,-10.6,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (293).txt,-8.0,0.97
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (294).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (295).txt,-5.3,1.3
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (296).txt,-5.8,1.25
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (297).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (299).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (3).txt,-10.5,0.64
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (30).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (300).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (301).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (302).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (303).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (304).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (305).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (306).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (307).txt,-6.1,1.21
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (308).txt,-11.3,0.55
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (31).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (310).txt,-5.8,1.25
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (311).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (312).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (313).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (314).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (315).txt,-9.8,0.73
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (316).txt,-6.9,1.1
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (317).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (318).txt,-9.6,0.76
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (319).txt,-11.5,0.52
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (32).txt,-7.4,1.04
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (320).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (321).txt,-11.1,0.58
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (322).txt,-8.1,0.96
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (323).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (324).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (325).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (326).txt,-3.3,1.56
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (327).txt,-9.6,0.76
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (328).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (329).txt,-3.6,1.53
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (33).txt,-6.6,1.15
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (330).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (331).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (332).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (333).txt,-5.4,1.3
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (334).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (335).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (336).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (337).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (338).txt,-4.2,1.45
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (339).txt,-6.8,1.12
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (34).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (340).txt,-12.2,0.43
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (342).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (343).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (344).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (35).txt,-9.7,0.75
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (36).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (37).txt,-4.2,1.44
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (38).txt,-0.5,1.92
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (39).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (4).txt,-6.2,1.2
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (40).txt,-5.7,1.25
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (41).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (42).txt,-8.8,0.87
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (43).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (44).txt,-11.5,0.53
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (45).txt,-11.6,0.51
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (46).txt,-8.6,0.88
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (47).txt,-4.9,1.35
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (48).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (49).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (5).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (50).txt,-4.6,1.4
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (51).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (52).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (53).txt,-8.8,0.87
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (54).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (55).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (56).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (57).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (58).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (59).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (6).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (60).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (61).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (62).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (63).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (65).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (66).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (67).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (68).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (69).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (7).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (70).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (71).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (72).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (73).txt,-7.6,1.01
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (74).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (75).txt,-8.6,0.88
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (76).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (77).txt,-5.6,1.27
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (78).txt,-11.3,0.55
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (79).txt,-10.9,0.6
data/Vietnamese_by_catalog/Easy/tn-1/tn-1 (8).txt,-10.9,0.6
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (1).txt,-6.3,1.19
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (10).txt,-7.7,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (100).txt,-6.1,1.21
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (101).txt,-4.7,1.38
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (102).txt,-6.4,1.17
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (103).txt,-4.7,1.39
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (104).txt,-8.4,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (105).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (106).txt,-5.6,1.26
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (107).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (108).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (109).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (11).txt,-6.3,1.19
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (110).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (111).txt,-5.4,1.29
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (112).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (113).txt,-5.4,1.3
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (114).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (116).txt,-8.3,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (117).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (118).txt,-7.7,1.01
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (119).txt,-6.1,1.21
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (12).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (120).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (121).txt,-7.4,1.04
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (122).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (123).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (124).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (125).txt,-6.2,1.2
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (126).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (127).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (128).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (129).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (13).txt,-4.4,1.42
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (130).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (132).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (133).txt,-9.6,0.76
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (134).txt,-9.7,0.75
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (135).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (136).txt,-11.3,0.54
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (137).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (138).txt,-6.7,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (139).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (14).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (140).txt,-7.7,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (141).txt,-9.3,0.79
