file,totalWords, totalSentences, totalLetter
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (139).txt,2436,96,17937
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (460).txt,2069,60,12732
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (228).txt,1770,64,15260
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (912).txt,2551,99,19945
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (344).txt,1705,55,13588
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (89).txt,1869,66,13634
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1018).txt,2447,106,17254
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (835).txt,2587,72,17744
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (333).txt,1481,60,10156
data/ppVietnamese_by_catalog/Difficult/l/l (38).txt,8947,417,70151
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (22).txt,2062,85,15571
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (152).txt,2119,45,16401
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (293).txt,2318,105,16115
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (780).txt,2913,119,19349
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (612).txt,2203,84,14925
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (966).txt,904,36,6096
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (78).txt,2127,73,16239
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (886).txt,1671,46,12492
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1086).txt,3518,142,22923
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (743).txt,2515,103,19824
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (761).txt,5960,209,44508
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (935).txt,2693,129,19595
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (72).txt,2498,82,16442
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,2654,69,21382
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (920).txt,1764,66,11587
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1057).txt,2322,82,17306
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1005).txt,2012,56,14624
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (572).txt,1822,66,13470
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (713).txt,1012,44,7147
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (180).txt,2896,120,21483
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (197).txt,1963,67,14187
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (846).txt,2235,72,14487
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (335).txt,2471,111,18044
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (854).txt,1920,55,13433
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (652).txt,1900,59,11475
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (292).txt,1071,38,7457
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (654).txt,2334,61,16757
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (745).txt,2495,135,17687
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (925).txt,2164,66,15966
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (244).txt,2165,78,14402
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (302).txt,4519,157,30413
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1050).txt,1849,78,13265
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (505).txt,2596,106,20521
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (537).txt,2700,130,19285
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (93).txt,3001,110,21394
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (254).txt,1302,52,8089
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (756).txt,1489,59,10244
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (62).txt,2907,113,19712
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (386).txt,2219,75,15205
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (204).txt,1717,53,10888
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (47).txt,2812,91,21189
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1023).txt,1457,66,10699
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1089).txt,1455,36,10458
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (256).txt,1710,78,11508
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (897).txt,1893,69,15009
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (951).txt,1131,37,7808
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (348).txt,1844,79,13398
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (25).txt,1950,70,13642
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (634).txt,1869,73,12747
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (662).txt,2480,110,18263
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (248).txt,1417,47,10239
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (37).txt,2717,66,19525
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (885).txt,1604,86,11615
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (794).txt,1804,59,12966
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (872).txt,2361,67,17270
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (27).txt,2296,73,17138
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (680).txt,1427,51,11326
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (865).txt,1545,72,10289
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (801).txt,1980,96,13691
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (171).txt,2070,41,16177
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (593).txt,2280,77,15799
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (52).txt,2442,97,18967
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1017).txt,1921,75,12239
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (907).txt,1310,40,9194
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (788).txt,1322,54,9181
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (937).txt,1761,64,12018
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (621).txt,2052,82,14118
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (394).txt,2419,86,18690
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (589).txt,1870,73,12755
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1048).txt,2549,112,19320
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (922).txt,1682,74,10946
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (590).txt,2399,89,18109
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (594).txt,1979,57,14667
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (498).txt,2479,81,16785
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (867).txt,2042,79,14411
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (483).txt,1122,46,8518
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (353).txt,1901,64,13712
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (827).txt,1249,68,8616
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (490).txt,1946,95,13214
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (518).txt,1105,38,8093
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1045).txt,3519,91,24976
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (613).txt,2233,69,16434
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (122).txt,2407,70,19441
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (901).txt,2302,70,17593
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (757).txt,2691,98,19391
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (95).txt,2469,59,18857
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (117).txt,2674,95,17818
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (809).txt,2885,102,21086
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (823).txt,2682,83,19285
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (889).txt,2895,60,20416
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (286).txt,2023,70,13308
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (683).txt,2692,61,19295
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (167).txt,1517,63,10574
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (568).txt,1972,85,13717
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (539).txt,3363,94,25314
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (787).txt,3483,125,25618
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1054).txt,2486,74,18421
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (552).txt,1199,45,8186
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1011).txt,1260,43,9283
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (773).txt,1870,66,14401
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (473).txt,2066,82,14650
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (741).txt,1260,40,9755
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (776).txt,2145,63,15238
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (651).txt,1335,41,10183
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1075).txt,2399,127,17681
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (637).txt,2038,71,13416
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (414).txt,2145,66,15867
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (845).txt,3325,109,24761
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (434).txt,1339,38,10163
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (880).txt,2328,133,17118
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (611).txt,1426,47,11559
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (888).txt,1648,84,11374
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (308).txt,1441,60,10594
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (983).txt,2080,96,14416
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (356).txt,2585,94,17419
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (372).txt,1425,53,9917
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (581).txt,2778,84,20234
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (424).txt,2683,76,20868
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (655).txt,1023,41,7431
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (893).txt,1475,63,10257
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (871).txt,2282,69,16358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (61).txt,2092,79,16488
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (105).txt,1933,53,14003
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (57).txt,2277,73,18890
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (354).txt,1687,62,12322
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (346).txt,2626,110,20245
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (523).txt,2598,107,16995
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (319).txt,1486,47,10465
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1043).txt,3291,148,23422
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (383).txt,1524,46,10358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (170).txt,2835,105,19361
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,2372,81,18310
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (769).txt,2780,129,19064
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (643).txt,2851,115,20103
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (955).txt,1386,43,10469
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (322).txt,2621,81,16979
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (904).txt,2020,99,14435
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (785).txt,2890,88,21003
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (731).txt,983,25,6948
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (544).txt,2084,82,15343
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (440).txt,2719,73,19581
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (291).txt,2202,76,15758
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (250).txt,1875,68,13085
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (385).txt,3159,85,22251
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (239).txt,1016,34,7081
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (462).txt,2361,86,14958
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (528).txt,2142,67,15698
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (631).txt,1165,42,8499
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (540).txt,2645,82,19725
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (887).txt,2384,123,16752
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (144).txt,816,28,5623
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1040).txt,2660,146,19344
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (415).txt,4752,198,33178
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (941).txt,5225,132,36160
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (849).txt,2250,81,16452
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (63).txt,2750,106,20619
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (110).txt,1882,52,13924
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (609).txt,2039,71,13424
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,2349,88,18143
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (902).txt,1490,54,11524
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (374).txt,3436,129,24323
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (580).txt,2499,98,17910
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (351).txt,1806,54,14925
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (135).txt,2117,82,16190
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1022).txt,2732,110,18881
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (961).txt,2614,102,19519
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (39).txt,2025,69,14349
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (236).txt,2265,100,15185
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (230).txt,1593,64,11193
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (445).txt,2216,61,15850
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (494).txt,2242,84,16229
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (988).txt,1681,61,11444
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (203).txt,1804,71,12275
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (347).txt,2339,104,14680
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (51).txt,2487,110,19619
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (807).txt,2118,76,16001
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (70).txt,2638,88,18826
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (403).txt,2177,97,16130
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (847).txt,2503,109,18461
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (908).txt,1658,53,13003
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (73).txt,1559,68,10358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (618).txt,2337,90,16656
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (100).txt,1988,37,14813
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (619).txt,2523,85,19341
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (435).txt,2052,84,14180
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (931).txt,1811,94,13397
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (443).txt,2615,84,18709
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (617).txt,2125,83,15493
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (142).txt,3676,145,27180
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (549).txt,2634,113,19166
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1090).txt,1706,40,10264
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (664).txt,2332,77,14838
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (36).txt,1531,52,12046
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (614).txt,2365,98,18025
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (65).txt,4861,136,35337
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (155).txt,1972,78,14083
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1003).txt,2096,87,14610
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (49).txt,1659,63,11114
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (195).txt,2343,95,17777
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (559).txt,2406,93,16494
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (676).txt,2800,88,21007
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (106).txt,2938,118,20653
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (522).txt,2436,94,16177
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (54).txt,2611,154,18683
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,3876,100,24972
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (556).txt,1807,83,12611
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (268).txt,2283,61,17180
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (487).txt,2849,121,21041
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1027).txt,2212,94,16566
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (158).txt,2108,91,15245
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (365).txt,2900,125,21585
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (597).txt,1943,59,15807
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (624).txt,1702,47,12843
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (113).txt,2420,69,15836
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1029).txt,2340,59,17079
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (108).txt,2403,86,18511
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (642).txt,1841,62,12892
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (266).txt,1140,35,8553
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (939).txt,2358,57,18351
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (149).txt,2035,60,16530
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (601).txt,2145,74,15142
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (864).txt,2335,91,17837
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (661).txt,3068,126,22281
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1035).txt,2934,100,21442
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (716).txt,2136,81,15603
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (455).txt,1868,59,13384
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (538).txt,2759,84,19329
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (989).txt,2431,91,16188
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (553).txt,1823,65,12819
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (853).txt,2134,65,15634
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (569).txt,3104,119,21582
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (695).txt,2693,130,20117
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (957).txt,8006,193,61658
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (842).txt,2759,119,19494
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (277).txt,1599,56,11024
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (578).txt,3646,128,23141
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (74).txt,1510,57,11838
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (836).txt,2032,51,13349
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (428).txt,2637,86,17908
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (956).txt,3338,52,25338
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (32).txt,2172,75,15458
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (238).txt,3144,104,21631
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (219).txt,1018,34,7081
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (391).txt,1831,53,12903
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (749).txt,2822,97,19709
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (459).txt,1596,60,11369
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (136).txt,2474,82,19789
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (754).txt,1590,71,11905
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (718).txt,1756,58,11701
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (570).txt,2799,107,19715
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (132).txt,2951,105,20473
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (463).txt,3087,89,22837
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (168).txt,2571,87,20666
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (161).txt,3272,104,22596
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (615).txt,2103,82,13634
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (262).txt,1604,47,11325
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (9).txt,1618,61,11935
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (527).txt,1212,44,7844
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (23).txt,1921,66,14949
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (894).txt,2601,109,17623
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (972).txt,2607,104,17864
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (507).txt,2308,73,17301
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (616).txt,1631,74,11952
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (990).txt,2074,80,14587
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (945).txt,1024,37,6729
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (123).txt,1635,51,11520
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (797).txt,3711,100,29083
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (257).txt,1282,41,9920
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1084).txt,2051,84,13711
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (339).txt,1656,55,11368
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (343).txt,1437,36,10050
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (449).txt,2798,121,20056
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (201).txt,1669,62,11921
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (429).txt,1357,52,10196
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (629).txt,1987,73,14194
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (349).txt,2175,79,14830
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (320).txt,1586,43,12058
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (151).txt,2669,79,20028
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (667).txt,1181,46,7879
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (288).txt,2330,71,15821
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (795).txt,1758,72,12401
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (791).txt,1885,60,13850
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1020).txt,2450,104,18552
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (368).txt,1928,79,13857
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (384).txt,2154,88,15692
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1091).txt,1545,48,10884
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (121).txt,2337,92,16624
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (942).txt,1999,91,14405
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (798).txt,2384,81,17455
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (14).txt,1993,65,14672
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (899).txt,3215,131,22809
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (58).txt,2395,85,18931
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,2093,74,13154
