file,totalWords, totalSentences, totalLetter
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (695).txt,714,39,3763
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (51).txt,282,15,1405
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (640).txt,266,14,1493
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (111).txt,360,19,1985
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (611).txt,179,11,1001
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (2).txt,411,21,2432
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (697).txt,448,40,2355
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (108).txt,1191,65,6854
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (728).txt,199,13,1063
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (28).txt,289,15,1636
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (660).txt,134,10,674
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (18).txt,451,29,2498
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (626).txt,163,8,877
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (129).txt,431,25,2503
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (557).txt,129,5,850
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (120).txt,201,22,1190
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (563).txt,97,4,556
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (65).txt,379,19,2220
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (580).txt,221,11,1247
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (101).txt,177,10,1173
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (586).txt,478,37,3256
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (123).txt,324,15,1769
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (561).txt,227,8,1394
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (5).txt,412,24,2490
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (551).txt,351,20,2086
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (70).txt,397,17,2188
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (14).txt,293,16,1672
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (72).txt,456,19,2637
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (71).txt,623,29,3395
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (135).txt,218,9,1278
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (30).txt,504,26,2984
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (113).txt,254,10,1640
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (659).txt,135,6,976
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (119).txt,511,19,3020
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (616).txt,227,13,1357
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (555).txt,93,4,612
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (57).txt,580,31,3483
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (550).txt,659,35,3867
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (16).txt,376,13,2264
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (584).txt,91,5,549
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (60).txt,364,11,2012
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (581).txt,1041,50,6861
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (571).txt,1208,56,6986
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (11).txt,405,26,2203
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (542).txt,123,5,766
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (73).txt,221,12,1269
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (566).txt,629,26,3807
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (131).txt,339,14,1861
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (574).txt,863,40,5555
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (92).txt,419,20,2349
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (534).txt,1076,48,6974
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (146).txt,184,9,1198
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (583).txt,96,5,564
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (161).txt,441,21,2454
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (564).txt,878,30,5304
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (15).txt,546,26,3055
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (554).txt,140,13,827
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (125).txt,319,19,1846
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (548).txt,140,6,713
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (572).txt,100,5,560
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (134).txt,317,18,1916
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (547).txt,171,10,976
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (82).txt,481,25,2747
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (62).txt,329,18,1962
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (34).txt,406,23,2399
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (156).txt,361,15,2009
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (50).txt,198,14,1096
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (133).txt,594,28,3806
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,228,17,1240
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (94).txt,269,13,1573
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (130).txt,675,33,4157
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (558).txt,176,6,1129
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (52).txt,272,12,1392
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (559).txt,64,5,447
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (46).txt,192,14,1008
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (545).txt,97,4,687
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (85).txt,164,8,884
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (67).txt,679,40,3885
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (148).txt,222,18,1501
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (55).txt,287,19,1812
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (144).txt,527,24,3167
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (4).txt,593,32,3531
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (573).txt,94,3,658
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (142).txt,289,18,1851
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (280).txt,177,6,1151
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (106).txt,437,19,2730
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (680).txt,123,4,800
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (20).txt,403,19,2270
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (403).txt,181,8,1234
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (105).txt,534,25,3439
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (310).txt,332,9,2261
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (9).txt,713,36,3813
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (780).txt,490,20,2941
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (100).txt,220,9,1422
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (228).txt,279,16,1648
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (12).txt,753,31,4427
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (566).txt,97,6,745
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (79).txt,502,34,3130
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (268).txt,212,7,1293
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (118).txt,113,9,688
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (611).txt,92,5,529
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (145).txt,144,8,975
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (720).txt,94,5,560
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (158).txt,470,25,2720
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (506).txt,131,5,1030
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (96).txt,141,6,912
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (409).txt,118,4,701
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (136).txt,265,14,1580
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (126).txt,257,11,1600
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (149).txt,267,16,1723
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (742).txt,232,9,1338
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (49).txt,491,21,2737
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (673).txt,147,5,896
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (17).txt,576,28,3061
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (31).txt,470,23,2708
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (520).txt,135,7,898
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (132).txt,262,16,1551
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (155).txt,176,7,1100
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (397).txt,314,16,2001
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (59).txt,424,26,2354
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (450).txt,377,13,2316
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (80).txt,562,39,3124
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (607).txt,146,7,873
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (143).txt,657,44,4023
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (116).txt,151,9,908
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (29).txt,329,21,2196
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (320).txt,416,20,2625
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (115).txt,334,23,1906
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (167).txt,386,18,2330
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (150).txt,739,40,4133
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (656).txt,345,13,2161
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (98).txt,215,13,1265
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (360).txt,245,10,1690
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (77).txt,495,28,2761
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (658).txt,229,10,1329
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (140).txt,386,20,2156
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (604).txt,152,6,965
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (35).txt,529,24,3319
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (323).txt,878,53,5356
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (117).txt,370,18,2244
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (56).txt,356,16,2090
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (594).txt,340,17,2094
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (799).txt,63,3,346
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (605).txt,740,29,4820
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (199).txt,401,10,2457
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (581).txt,75,4,404
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (185).txt,123,7,879
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (794).txt,91,4,651
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (494).txt,197,6,1287
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (349).txt,72,5,506
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (735).txt,72,5,550
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (452).txt,147,6,808
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (549).txt,688,37,4153
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (765).txt,482,24,2947
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (203).txt,117,6,812
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (776).txt,388,14,2337
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (317).txt,473,17,2930
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (367).txt,297,14,1654
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (440).txt,181,7,1010
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (194).txt,615,26,4102
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (47).txt,437,19,2414
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (682).txt,43,2,273
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (37).txt,344,17,2020
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (585).txt,383,22,2200
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (32).txt,508,21,2950
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (338).txt,75,3,539
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (107).txt,332,22,1935
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (565).txt,245,8,1273
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (141).txt,257,16,1598
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (606).txt,196,8,1283
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (95).txt,455,26,2441
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (124).txt,78,4,512
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (53).txt,416,28,2390
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (542).txt,320,14,2196
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (36).txt,151,5,912
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (132).txt,458,17,2746
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (26).txt,361,22,2222
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (811).txt,107,6,635
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (112).txt,360,21,2017
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (817).txt,122,7,785
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (75).txt,230,11,1348
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (660).txt,184,9,1024
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (10).txt,440,23,2582
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (177).txt,97,3,621
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (43).txt,397,21,2277
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (556).txt,162,8,1062
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (44).txt,316,30,1812
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (193).txt,91,5,527
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (93).txt,312,17,1703
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (117).txt,750,35,4524
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (114).txt,193,15,1119
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (342).txt,102,4,618
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (147).txt,463,40,2782
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (518).txt,179,10,1066
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (68).txt,359,16,2156
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (685).txt,692,31,4340
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (38).txt,552,26,3440
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (796).txt,89,5,629
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (64).txt,347,16,2118
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (533).txt,279,16,1699
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (27).txt,433,22,2494
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (388).txt,991,72,5948
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (99).txt,140,5,907
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (289).txt,97,4,647
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (88).txt,441,23,2601
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (359).txt,113,6,799
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (197).txt,546,34,3319
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (235).txt,767,29,4933
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (152).txt,199,10,1269
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (822).txt,1749,60,10959
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (139).txt,177,9,1269
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (163).txt,472,44,2706
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (22).txt,401,31,2310
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (89).txt,529,21,2947
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (314).txt,52,2,401
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (395).txt,175,12,1024
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (84).txt,424,18,2344
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (634).txt,139,9,977
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (633).txt,155,13,1097
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (795).txt,143,6,895
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (486).txt,227,9,1450
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (78).txt,222,18,1373
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (650).txt,135,4,952
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (104).txt,418,23,2366
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (200).txt,151,6,1159
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (61).txt,200,8,1116
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (25).txt,175,10,1114
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (33).txt,351,15,2116
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (128).txt,472,29,2497
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (121).txt,542,28,3270
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (54).txt,296,13,1735
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (818).txt,199,13,1251
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (365).txt,385,17,2244
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (87).txt,368,21,2305
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (63).txt,327,19,2104
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (19).txt,607,28,3385
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (496).txt,272,9,1639
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (90).txt,361,18,2311
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (179).txt,133,5,1050
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (42).txt,490,23,2612
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (45).txt,487,32,2749
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (116).txt,223,10,1510
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (58).txt,516,26,2855
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (39).txt,402,16,2509
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (21).txt,666,31,3907
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (124).txt,261,12,1455
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (191).txt,233,9,1523
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (102).txt,144,9,875
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (312).txt,258,14,1588
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (649).txt,431,14,2371
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (405).txt,559,20,3800
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (781).txt,337,17,1813
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (743).txt,86,5,538
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (498).txt,348,14,2090
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (516).txt,359,13,2158
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (287).txt,340,12,2224
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (220).txt,63,3,443
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (745).txt,287,15,1973
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (415).txt,416,33,2669
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (352).txt,229,7,1258
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (151).txt,109,6,785
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (263).txt,305,14,2024
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (416).txt,173,7,1068
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (629).txt,144,6,980
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (485).txt,210,8,1218
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (291).txt,134,4,853
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (595).txt,181,7,1216
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (654).txt,351,19,2275
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (693).txt,120,5,929
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (127).txt,512,18,3205
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (136).txt,351,12,2216
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (591).txt,118,4,807
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (648).txt,121,4,759
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (420).txt,76,5,478
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (501).txt,80,4,525
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (638).txt,462,30,3045
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (770).txt,177,14,1223
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (719).txt,76,4,485
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (464).txt,97,5,632
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (442).txt,113,6,625
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (315).txt,346,15,2191
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (413).txt,108,6,590
