indefinite quantity,2/418,1,2,0,0,0,0,0
small indefinite amount,0/173,0,0,0,0,0,0,0
couple,0/1,0,0,0,0,0,0,0
fatty acid,7/41,18,3,2,2,0,0,0
saturated fatty acid,0/20,0,0,0,0,0,0,0
butyric acid,3/3,100,2,1,0,0,0,0
cut,0/2,0,0,0,0,0,0,0
cut of veal,0/2,0,0,0,0,0,0,0
scrag,0/2,0,0,0,0,0,0,0
photography,3/28,11,2,1,0,0,0,0
motion-picture photography,0/3,0,0,0,0,0,0,0
animation,0/6,0,0,0,0,0,0,0
infection,17/121,15,15,2,0,0,0,0
staphylococcal infection,0/4,0,0,0,0,0,0,0
boil,1/1,100,1,0,0,0,0,0
organization,11/2038,1,4,6,0,1,0,0
musical organization,0/60,0,0,0,0,0,0,0
band,0/52,0,0,0,0,0,0,0
dinosaur,10/84,12,2,8,0,0,0,0
saurischian dinosaur,0/39,0,0,0,0,0,0,0
sauropod,0/8,0,0,0,0,0,0,0
commerce,2/265,1,1,1,0,0,0,0
business enterprise,0/160,0,0,0,0,0,0,0
advertising,0/27,0,0,0,0,0,0,0
electronic equipment,0/163,0,0,0,0,0,0,0
computer peripheral,0/20,0,0,0,0,0,0,0
data input device,0/6,0,0,0,0,0,0,0
compartment,0/8,0,0,0,0,0,0,0
luggage compartment,0/1,0,0,0,0,0,0,0
boot,15/21,72,14,1,0,0,0,0
campaign,2/4,50,2,0,0,0,0,0
hostile expedition,0/1,0,0,0,0,0,0,0
crusade,1/32,4,1,0,0,0,0,0
relation,48/4659,2,15,11,7,5,10,0
magnitude relation,0/262,0,0,0,0,0,0,0
proportion,2/19,11,2,0,0,0,0,0
hospital,6/32,19,5,1,0,0,0,0
mental institution,0/12,0,0,0,0,0,0,0
bedlam,0/1,0,0,0,0,0,0,0
condition,16/2713,1,11,2,1,0,1,1
physical condition,0/2213,0,0,0,0,0,0,0
abnormality,3/248,2,1,2,0,0,0,0
source of illumination,0/107,0,0,0,0,0,0,0
ultraviolet source,0/6,0,0,0,0,0,0,0
mercury-vapor lamp,0/5,0,0,0,0,0,0,0
natural object,0/1384,0,0,0,0,0,0,0
organic structure,0/31,0,0,0,0,0,0,0
human body,0/14,0,0,0,0,0,0,0
atmospheric phenomenon,0/291,0,0,0,0,0,0,0
weather condition,0/180,0,0,0,0,0,0,0
atmosphere,0/21,0,0,0,0,0,0,0
biologist,5/47,11,5,0,0,0,0,0
animal scientist,0/14,0,0,0,0,0,0,0
entomologist,0/3,0,0,0,0,0,0,0
butterfly,19/65,30,9,9,1,0,0,0
danaid butterfly,0/4,0,0,0,0,0,0,0
monarch,1/26,4,1,0,0,0,0,0
memory,2/6,34,2,0,0,0,0,0
volatile storage,0/7,0,0,0,0,0,0,0
random-access memory,0/2,0,0,0,0,0,0,0
building,10/459,3,8,2,0,0,0,0
health facility,0/36,0,0,0,0,0,0,0
clinic,1/1,100,1,0,0,0,0,0
social group,0/2865,0,0,0,0,0,0,0
social movement,0/98,0,0,0,0,0,0,0
artistic movement,0/45,0,0,0,0,0,0,0
language,118/1124,11,12,30,48,21,6,1
source language,0/7,0,0,0,0,0,0,0
application-oriented language,0/2,0,0,0,0,0,0,0
food,30/2231,2,5,19,5,0,0,1
culture medium,0/3,0,0,0,0,0,0,0
agar,1/1,100,1,0,0,0,0,0
sense,2/2,100,2,0,0,0,0,0
sense modality,0/59,0,0,0,0,0,0,0
hearing,3/4,76,3,0,0,0,0,0
disorder,41/499,9,17,11,11,2,0,0
sleep disorder,0/12,0,0,0,0,0,0,0
hypersomnia,0/2,0,0,0,0,0,0,0
oil,86/116,75,48,35,3,0,0,0
essential oil,0/19,0,0,0,0,0,0,0
attar,1/2,50,1,0,0,0,0,0
current,1/2,50,1,0,0,0,0,0
ocean current,0/11,0,0,0,0,0,0,0
el nino,0/1,0,0,0,0,0,0,0
system,60/169,36,23,25,4,5,3,0
social system,0/19,0,0,0,0,0,0,0
class structure,0/1,0,0,0,0,0,0,0
root vegetable,0/46,0,0,0,0,0,0,0
irish potato,0/10,0,0,0,0,0,0,0
baked potato,0/1,0,0,0,0,0,0,0
person,122/12902,1,43,42,21,9,7,0
small person,0/24,0,0,0,0,0,0,0
dwarf,7/7,100,7,0,0,0,0,0
language unit,0/464,0,0,0,0,0,0,0
speech sound,1/69,2,0,0,1,0,0,0
consonant,15/47,32,9,4,1,1,0,0
fruit tree,2/450,1,2,0,0,0,0,0
almond tree,0/19,0,0,0,0,0,0,0
almond,1/1,100,1,0,0,0,0,0
legume,0/157,0,0,0,0,0,0,0
edible bean,0/43,0,0,0,0,0,0,0
common bean,0/6,0,0,0,0,0,0,0
hominid,0/51,0,0,0,0,0,0,0
human being,1/27,4,1,0,0,0,0,0
homo erectus,0/3,0,0,0,0,0,0,0
health professional,0/155,0,0,0,0,0,0,0
medical man,0/121,0,0,0,0,0,0,0
dentist,0/7,0,0,0,0,0,0,0
complex number,1/99,2,0,1,0,0,0,0
